sentence,url,date_published,type
Recurring pro-Kremlin narrative of Western Russophobia.,https://euvsdisinfo.eu/report/macrons-shunning-of-russian-journalists-is-modern-day-racism,2019-10-25,claim
"Recurring pro-Kremlin narrative that the US is entirely responsible for the demise of the INF Treaty because of its non-compliance in several areas, and that Russia is fully compliant with the treaty.",https://euvsdisinfo.eu/report/russia-is-not-involved-in-the-arms-race-and-does-not-violate-the-inf,2019-06-26,claim
A recurring pro-Kremlin disinformation narrative about sanctions against the Syrian regime trying to portray them as illegal and targeting the Syrian population.,https://euvsdisinfo.eu/report/western-sanction-against-syria-are-illegal,2020-07-01,claim
Conspiracy theory advancing a recurring pro-Kremlin narrative about Western values.,https://euvsdisinfo.eu/report/the-european-parliament-is-attacking-christians-in-romania,2020-01-14,claim
Recurring disinformation narrative on the chemical attack in Douma and the OPCW report covering it.,https://euvsdisinfo.eu/report/non-transparent-report-of-opcw-on-douma-attack-is-biased,2019-03-11,claim
This article contains recurring pro-Kremlin disinformation narratives about the vassal status of Poland and the Baltic states and the US presence in Europe.,https://euvsdisinfo.eu/report/assisted-by-the-polish-authorities-the-us-is-undertaking-a-soft-occupation-of-eastern-europe,2020-11-02,claim
A recurring pro-Kremlin narrative targetting the 2020 US Presidential Elections.,https://euvsdisinfo.eu/report/groups-in-the-shadow-dictated-the-outcome-of-us-presidential-elections,2021-01-07,claim
Recurring pro-Kremlin disinformation narrative on the poisoning of a prominent Russian opposition figure Alexei Navalny.,https://euvsdisinfo.eu/report/west-rejects-uncomfortable-questions-about-navalny,2021-02-26,claim
Recurrent pro-Kremlin narrative about the Sputnik V vaccine outshining its Western competitors.,https://euvsdisinfo.eu/report/sputnik-v-vaccine-is-now-available-to-more-than-half-of-the-worlds-population,2021-07-20,claim
This is a recurring Kremlin narrative about the Holodomor in Ukraine.,https://euvsdisinfo.eu/report/the-famine-of-1932-33-was-not-ethnically-directed-against-ukrainians,2019-02-14,claim
"The claim advances a recurring pro-Kremlin narrative about the Russian-made coronavirus vaccine, Sputnik V.",https://euvsdisinfo.eu/report/the-first-country-in-the-eu-approved-sputnik-v-its-efficacy-has-been-proven,2021-01-21,claim
The narratives also resemble a recurring conspiracy theory about the Lugar Lab in Georgia.,https://euvsdisinfo.eu/report/trump-ordered-250-us-soldiers-to-spread-coronavirus (1),2020-02-27,claim
"An unfounded conspiracy theory, sharing a recurrent pro-Kremlin narrative about ""secret elites"" controlling world leaders.",https://euvsdisinfo.eu/report/microsoft-founder-bill-gates-wants-to-reduce-the-population-by-promoting-abortions,2020-05-30,claim
"This is a recurrent conspiracy trope, consistent with recurring pro-Kremlin propaganda narratives about Russophobia and the West's deliberate anti-Russian activities.",https://euvsdisinfo.eu/report/the-end-of-chimerica-prevented-morbid-fantasies-of-russophobes,2020-04-24,claim
"Recurring pro-Kremlin disinformation narrative about anti-Russian, Russophobic Poland and Ukraine.",https://euvsdisinfo.eu/report/phobia-driven-poland-and-ukraine-reject-dialogue-with-their-neighbours,2021-12-26,claim
Recurrent pro-Kremlin disinformation narrative that seeks to portray Japan as a vassal.,https://euvsdisinfo.eu/report/japan-is-a-vassal-state-of-the-us-and-follows-washingtons-policy-instructions,2021-08-02,claim
This message is consistent with the broader pro-Kremlin narrative claiming that US allies and partners are nations that have lost their sovereignty and have become US client states.,https://euvsdisinfo.eu/report/japan-is-a-vassal-state-of-the-us-and-follows-washingtons-policy-instructions,2021-08-02,claim
"A recurring pro-Kremlin narrative that seeks to discredit liberalism by comparing it to the communism of the Soviet Union, which makes it part of a wider narrative claiming that liberal societies are totalitarian systems ruled by “globalist elites”.",https://euvsdisinfo.eu/report/nasdaq-will-delist-any-company-without-one-lgbt-board-member,2020-12-09,claim
Recurring pro-Kremlin disinformation narrative about the disintegration of the European Union and the collapse of the Western system.,https://euvsdisinfo.eu/report/the-global-liberal-world-has-collapsed,2020-04-05,claim
It reinforces pro-Kremlin narrative about Euromaidan.,https://euvsdisinfo.eu/report/there-was-a-nato-backed-coup-in-ukraine,2018-12-05,claim
"A common pro-Kremlin narrative on the “lost sovereignty” of Poland, which is often presented as a “puppet-state” of the United States.",https://euvsdisinfo.eu/report/the-us-is-polands-master,2019-12-03,claim
Recurring pro-Kremlin disinformation narrative about elections in Moldova and colour revolutions.,https://euvsdisinfo.eu/report/western-curators-are-preparing-instructions-for-a-colour-revolution-in-moldova,2020-11-02,claim
"A recurring pro-Kremlin conspiracy narrative claiming that Euromaidan was a coup d’état, organised by the EU and the West.",https://euvsdisinfo.eu/report/europe-will-overthrow-erdogan-like-they-overthrew-yanukovych,2019-08-07,claim
"An unfounded, recurrent, narrative that Naftogaz of Ukraine blackmails Russia.",https://euvsdisinfo.eu/report/ukraine-violates-the-terms-of-the-deal-with-gazprom,2020-02-17,claim
The claim advances a disinformation narrative regarding the migration situation on the EU-Belarus border.,https://euvsdisinfo.eu/report/migrants-on-polish-border-came-to-belarus-via-a-visa-free-regime,2021-11-13,claim
This is part of a recurrent Russian disinformation narrative about constant US plots to undermine Latin American governments.,https://euvsdisinfo.eu/report/us-shale-oil-bankrupt-trump-may-attack-venezuela,2020-04-17,claim
"A recurring pro-Kremlin narrative about the ""fraternal peoples"" - Ukraine and Russia.",https://euvsdisinfo.eu/report/ukraine-will-always-be-a-pro-russian-country,2019-06-03,claim
"The Kremlin often uses this narrative, arguing that Ukraine is part of Russia.",https://euvsdisinfo.eu/report/ukraine-will-always-be-a-pro-russian-country,2019-06-03,claim
This is a pro-Kremlin narrative about the China coronavirus and hinting on the Lugar laboratory in Georgia.,https://euvsdisinfo.eu/report/106944-2,2020-01-27,claim
Recurring pro-Kremlin narrative on Western attempts to encircle Russia and Western belligerence.,https://euvsdisinfo.eu/report/threats-to-kaliningrad-the-us-stands-no-chance,2019-09-20,claim
"Recurring disinformation narratives about the war in Ukraine, presenting the conflict as a “civil war” as if Russia is not part of the conflict in Donbas, and that NATO is responsible for further escalation.",https://euvsdisinfo.eu/report/nato-is-adding-fuel-to-the-fire-to-escalate-civil-war-in-ukraine,2021-12-15,claim
"This is a mix of conspiracies aimed to misrepresent the actual reasons behind the WADA's investigation, which are consistent with a recurring pro-Kremlin narrative about the West's deliberate anti-Russian activities.",https://euvsdisinfo.eu/report/wada-recommendations-to-sanction-russian-athletes-is-uks-revenge-for-2018-fifa-world-cup,2019-11-26,claim
"This is an example of a pro-Kremlin disinformation narrative about the Russian world applied to Armenia, Azerbaijan and Ukraine.",https://euvsdisinfo.eu/report/ukraine-armenia-and-azerbaijan-have-never-been-independent-states,2020-10-07,claim
The narrative also represents the conflict in Nagorno-Karabakh.,https://euvsdisinfo.eu/report/ukraine-armenia-and-azerbaijan-have-never-been-independent-states,2020-10-07,claim
Pro-Kremlin disinformation narrative about Russophobia and anti-Russian provocations led by the West in order to destabilise Russia and question the legitimacy of its regime.,https://euvsdisinfo.eu/report/the-west-tries-to-create-a-zone-of-instability-around-and-inside-russia,2021-07-23,claim
"Recurring pro-Kremlin disinformation narrative about the EU's Eastern Partnership, which is portrayed as an “anti-Russian” tool used by the EU for alleged interference in internal affairs and control of the post-Soviet countries.",https://euvsdisinfo.eu/report/eastern-partnership-is-a-tool-for-the-eu-to-control-transit-of-russian-energy-resources,2021-10-19,claim
Recurring pro-Kremlin narrative about Angela Merkel.,https://euvsdisinfo.eu/report/merkel-recognized-the-failure-of-the-german-migration-policy,2018-11-17,claim
"Recurring pro-Kremlin disinformation narrative claiming that the US and other Western states pursue a belligerent and hostile agenda against Russia, that the US seeks to foment “colour revolutions” in post-Soviet nations and in Russia itself, that Russophobia dominates the West’s thinking about Russia, and that NATO is encircling Russia.",https://euvsdisinfo.eu/report/the-us-government-demonises-russia-and-depicts-president-putin-as-the-new-hitler,2020-06-10,claim
"According to this narrative the West seeks to humiliate, weaken, disintegrate, conquer or subdue Russia, in order to portray Russia as the victim of unjustified aggression against which it must defend itself.",https://euvsdisinfo.eu/report/the-us-government-demonises-russia-and-depicts-president-putin-as-the-new-hitler,2020-06-10,claim
"A recurrent disinformation narrative about Western sanctions against Russia, falsely portraying them as ungrounded and prejudiced.",https://euvsdisinfo.eu/report/western-talks-about-next-anti-russian-sanctions-have-no-connection-to-russian-actions,2021-07-05,claim
This is also a recurring pro-Kremlin narrative of crimes and hoaxes perpetrated by the White Helmets.,https://euvsdisinfo.eu/report/the-white-helmets-are-preparing-new-provocations-in-syria,2019-04-30,claim
"Attempt to discredit the EU, consistent with recurring pro-Kremlin narratives about the imminent collapse of the EU.",https://euvsdisinfo.eu/report/coronavirus-killed-the-schengen-area,2020-03-26,claim
This pro-Kremlin narrative aims to show Moldova as a country dependent on Russia.,https://euvsdisinfo.eu/report/the-republic-of-moldova-exports-most-of-the-products-to-the-russian-federation,2019-06-29,claim
"This type of narrative is used in reference to other countries, too - see a similar example here.",https://euvsdisinfo.eu/report/the-republic-of-moldova-exports-most-of-the-products-to-the-russian-federation,2019-06-29,claim
"Message consistent with recurring pro-Kremlin disinformation narratives about the US presence in Europe, lack of sovereignty of Central and Eastern European states and the disintegration of the EU.",https://euvsdisinfo.eu/report/europe-is-unable-to-resist-the-pressure-of-american-business-cowboy,2019-06-11,claim
"The disinformation message consistent with recurring pro-Kremlin disinformation narratives about Western moral decay, as well as about imposing on countries international conventions and laws that destroy the moral foundations of traditional societies.",https://euvsdisinfo.eu/report/the-lanzarote-convention-is-about-defiling-children,2020-02-22,claim
A recurring disinformation narrative about Western interference in Belarusian affairs with the goal to disrupt its relations with Russia.,https://euvsdisinfo.eu/report/the-american-special-services-collude-against-belarus,2020-11-21,claim
This is a recurring pro-Kremlin disinformation narrative about the Salisbury poisoning.,https://euvsdisinfo.eu/report/skripal-poisoning-is-a-well-planned-operation-by-the-british-intelligence,2019-03-04,claim
"Recurring pro-Kremlin disinformation narrative against popular protests, aiming to frame them as destabilisation attempts orchestrated from abroad.",https://euvsdisinfo.eu/report/recent-riots-in-cuba-were-unconventional-warfare,2021-07-19,claim
The claim advances a recurring pro-Kremlin disinformation narrative concerning the Russian-made coronavirus vaccine casting Russia as the spearhead of the global race to develop an effective treatment for COVID-19.,https://euvsdisinfo.eu/report/western-media-are-intensely-discrediting-russian-vaccines-for-covid-19,2021-01-20,claim
Recurring pro-Kremlin disinformation narrative portraying the 2013-14 Ukrainian revolution as a coup d'etat.,https://euvsdisinfo.eu/report/lnr-and-dnr-declared-their-independence-after-the-coup-detat-in-kyiv,2020-02-20,claim
This claim exploits the coronavirus pandemic to push a recurring pro-Kremlin disinformation narrative about the EU's alleged imminent collapse.,https://euvsdisinfo.eu/report/as-a-result-of-the-coronavirus-pandemic-the-end-of-the-eu-is-approaching,2020-03-31,claim
"One of the main pro-Kremlin narratives relating to the pandemic is that the EU is failing to cope with the COVID-19 crisis and, as a result, is disintegrating, together with the border-free Schengen area.",https://euvsdisinfo.eu/report/as-a-result-of-the-coronavirus-pandemic-the-end-of-the-eu-is-approaching,2020-03-31,claim
"In particular, this narrative of failure and lack of EU solidarity is trending after the delivery of Russian aid to Italy.",https://euvsdisinfo.eu/report/as-a-result-of-the-coronavirus-pandemic-the-end-of-the-eu-is-approaching,2020-03-31,claim
"This narrative also aims to pit EU member states against each other in an attempt to undermine European solidarity, another recurring pro-Kremlin disinformation tactic.",https://euvsdisinfo.eu/report/as-a-result-of-the-coronavirus-pandemic-the-end-of-the-eu-is-approaching,2020-03-31,claim
Recurring pro-Kremlin disinformation narrative about belligerent Poland and West encircling Russia.,https://euvsdisinfo.eu/report/polish-president-is-a-scoundrel-who-threatens-russia-with-fighter-jets,2019-06-13,claim
"This claim exploits the coronavirus pandemic to push a recurring pro-Kremlin disinformation narrative about the imminent collapse - in this case, the disintegration of the United States.",https://euvsdisinfo.eu/report/texan-separatism-is-on-the-rise-because-of-the-covid-19-outbreak,2020-04-03,claim
Recurring pro-Kremlin disinformation narrative portraying Ukrainian politics and society as dominated by Nazi/ Fascist ideology; claiming that the Ukrainian regime kills opposition politicians and journalists is a wildly false claim that the article does not even attempt to corroborate.,https://euvsdisinfo.eu/report/the-ukrainian-regime-kills-the-opposition-with-the-help-of-neo-nazis,2021-11-26,claim
Recurring pro-Kremlin disinformation narrative denying Russian interference in the 2016 US presidential election and painting Ukraine as a Washington-controlled vassal state.,https://euvsdisinfo.eu/report/evidence-in-failed-trump-russia-collusion-probe-was-fabricated-by-ukrainians,2020-02-21,claim
"A mixture of recurring disinformation narratives, including the notion that public discontent in Belarus following the Belarusian presidential elections in August 2020 was caused by Western intervention and that there was a US-directed coup attempt in Belarus in April 2021.",https://euvsdisinfo.eu/report/experienced-special-forces-have-been-working-against-the-belarusian-authorities,2021-05-19,claim
Recurring pro-Kremlin disinformation narrative about colour revolutions and George Soros.,https://euvsdisinfo.eu/report/symbols-used-during-the-protests-in-us-prove-they-are-directed-by-soros-and-the-democratic-party,2020-06-03,claim
Recurring pro-Kremlin disinformation narrative about the US.,https://euvsdisinfo.eu/report/washington-is-searching-for-judas-in-the-russian-elites,2021-03-18,claim
A recurring pro-Kremlin disinformation narrative masking the 2014 invasion and the illegal annexation of Crimea.,https://euvsdisinfo.eu/report/russia-did-not-annex-crimea,2021-11-01,claim
Recurring pro-Kremlin narrative that depicts Western society as decadent as a result of the alleged destruction of traditional values by “liberal globalism” and feminism.,https://euvsdisinfo.eu/report/globalist-lesbian-feminist-lobby-in-serbia-seeks-to-totally-humiliate-men-traditional-family-serbian-people,2021-05-24,claim
This narrative often claims that global secret élites seek to impose the West’s decadent values on non-Western societies.,https://euvsdisinfo.eu/report/globalist-lesbian-feminist-lobby-in-serbia-seeks-to-totally-humiliate-men-traditional-family-serbian-people,2021-05-24,claim
The article also contains a common pro-Kremlin narrative about the threats posed by the West to Serbia and to the Balkans.,https://euvsdisinfo.eu/report/globalist-lesbian-feminist-lobby-in-serbia-seeks-to-totally-humiliate-men-traditional-family-serbian-people,2021-05-24,claim
"Recurring pro-Kremlin disinformation narrative attempting to portray a gradual acceptance of Crimea's position within the Russian Federation, especially by the West.",https://euvsdisinfo.eu/report/czech-republic-intends-to-build-hotels-in-crimea,2019-09-18,claim
This claim advances an emerging pro-Kremlin narrative alleging that the January 2022 anti-government protests in Kazakhstan are part of a US policy of staging “colour revolutions” worldwide with the aim of destabilising Russia.,https://euvsdisinfo.eu/report/events-in-belarus-ukraine-and-kazakhstan-are-communicating-vessels,2022-01-11,claim
"Fear over the coronavirus has indeed affected China's stock markets, but suggesting that the virus has been weaponised by Western states or governments is part of the recurring pro-Kremlin narrative on secret labs and biological weapons.",https://euvsdisinfo.eu/report/coronavirus-epidemic-turned-into-an-information-warfare-tool (1),2020-02-29,claim
It is also consistent with the narrative that the spread of coronavirus is in the interest of the US to weaken China and Russia economically.,https://euvsdisinfo.eu/report/coronavirus-epidemic-turned-into-an-information-warfare-tool (1),2020-02-29,claim
"Read previous disinformation narratives alleging that the Emergence of coronavirus is not accidental and has economic goals, Coronavirus is a US provocation against China, The coronavirus is a biological weapon created by the UK, and A new Chinese coronavirus was likely elaborated in NATO's biolabs.",https://euvsdisinfo.eu/report/coronavirus-epidemic-turned-into-an-information-warfare-tool (1),2020-02-29,claim
Recurring pro-Kremlin narrative aimed at discrediting Western media.,https://euvsdisinfo.eu/report/buzzfeed-and-bellingcat-deliberately-spread-anti-russian-disinformation,2019-10-25,claim
Recurring pro-Kremlin disinformation narratives about the downing of the MH17 and sanctions against Russia.,https://euvsdisinfo.eu/report/mh17-malaysian-boeing-disaster-is-needed-to-support-the-myth-of-russian-aggression,2019-07-25,claim
"The claim advances a recurring pro-Kremlin disinformation narrative distorting the events leading up to the Second World War, in particular denying USSR responsibility for starting WWII after signing the Molotov-Ribbentrop Pact in 1939.",https://euvsdisinfo.eu/report/molotov-ribbentrop-pact-did-not-provoke-wwii,2021-06-15,claim
Recurring pro-Kremlin disinformation narrative about encircled Russia.,https://euvsdisinfo.eu/report/lithuanian-minister-of-foreign-affairs-visited-armenia-to-see-how-to-isolate-russia-in-the-post-soviet-area,2021-04-29,claim
Recurring pro-Kremlin disinformation narrative portraying Ukrainian politics and society as dominated by Nazi/fascist ideology and aiming to obfuscate ongoing acts of aggression by Russian armed forces in Ukraine.,https://euvsdisinfo.eu/report/western-media-ignore-key-role-of-neo-nazis-in-kyiv-coup-civil-war-in-donbas,2019-09-05,claim
This is a recurring disinformation narrative from pro-Kremlin outlets claiming that Ukraine is blocking the peace process in Donbas.,https://euvsdisinfo.eu/report/kyiv-refuses-to-work-according-to-the-minsk-formula,2021-09-22,claim
Recurring pro-Kremlin narrative claiming that the US military is behind the spread of the coronavirus.,https://euvsdisinfo.eu/report/the-coronavirus-may-have-been-created-in-the-usa-as-a-biological-weapon,2020-03-10,claim
This is also a narrative employed during the Sergey Skripal case in 2018.,https://euvsdisinfo.eu/report/novichok-is-a-purely-western-product-says-russian-foreign-ministry,2020-10-10,claim
"Other examples of pro-Kremlin disinformation narratives on Alexei Navalny contain claims that only caffeine and alcohol were found in his blood, that the US wanted to use it to block Nord Stream 2 and Russia’s vaccine against coronavirus, that the West hopes that he dies to have an excuse for new sanctions et al.",https://euvsdisinfo.eu/report/novichok-is-a-purely-western-product-says-russian-foreign-ministry,2020-10-10,claim
Recurring disinformation narrative on Gazprom and the gas crisis in Moldova in October 2021.,https://euvsdisinfo.eu/report/chisinau-wants-to-redistribute-energy-flows-in-the-region-and-block-transnistria,2021-10-26,claim
A recurring pro-Kremlin disinformation narrative claiming the West has been worsening the humanitarian situation in Syria.,https://euvsdisinfo.eu/report/boycotting-damascus-conference-on-refugees-could-lead-to-a-new-wave-of-international-terrorism,2021-01-22,claim
"Recurring pro-Kremlin disinformation narrative, claiming that NATO is a hostile military bloc.",https://euvsdisinfo.eu/report/nato-absorbed-eastern-european-states-orphaned-by-soviet-collapse,2022-01-11,claim
"This is a mix of recurring pro-Kremlin disinformation narratives undermining the statehood of Ukraine and advancing claims about the 2013-14 protests in Kyiv as a coup orchestrated by the West, Nazis in Ukraine, West's attempts to disrupt Belarus-Russia relations, and ubiquitous Russophobia in Ukraine and beyond.",https://euvsdisinfo.eu/report/pro-western-civil-society-in-ukraine-and-belarus-as-a-fascist-fifth-column,2020-03-07,claim
Recurring pro-Kremlin disinformation narrative about disintegration of Ukraine.,https://euvsdisinfo.eu/report/ukraine-will-disintegrate-into-small-quasi-states,2021-08-28,claim
Recurring pro-Kremlin disinformation narrative about the illegal annexation of Crimea.,https://euvsdisinfo.eu/report/crimea-became-a-federal-russian-territory-after-a-referendum-that-took-place-in-2014,2021-09-10,claim
A recurring disinformation narrative about the Sputnik V targeting the European Medicines Agency (EMA) and the wider EU structures.,https://euvsdisinfo.eu/report/ema-received-signals-from-top-eu-officials-to-intentionally-delay-registering-sputnik-v,2021-06-02,claim
It adheres to frequent propagandistic pro-Kremlin narratives about lost sovereignty and some kind of superior government led by powerful financial circles who control the world's political agenda.,https://euvsdisinfo.eu/report/macron-is-a-mouthpiece-of-the-rothschilds-whereas-europe-is-a-puppet-of-the-us-and-vatican,2019-11-08,claim
A recurring narrative about threatened values in the West.,https://euvsdisinfo.eu/report/christmas-lights-are-banned-in-sweden-because-of-tolerance-towards,2016-11-28,claim
Conspiracy theory and a recurring pro-Kremlin narrative about the new strain of coronavirus.,https://euvsdisinfo.eu/report/there-is-no-one-to-fight-the-coronavirus-in-ukraine-the-epidemiological-system-is-destroyed,2020-02-04,claim
Contains a recurring disinformation narrative centred on the unsubstantiated claim that certain Czech politicians and civil society organisations promote pro-Nazi historical revisionism.,https://euvsdisinfo.eu/report/czech-authorities-engage-in-pro-nazi-historical-revisionism,2021-05-25,claim
Recurring pro-Kremlin disinformation narrative about Ukraine as a failed state.,https://euvsdisinfo.eu/report/ukraine-is-a-quasi-state-with-failed-economy (1),2020-03-02,claim
Consistent with pro-Kremlin narratives alleging that Ukraine is a degrading state that has failed to become Europe.,https://euvsdisinfo.eu/report/ukraine-is-a-quasi-state-with-failed-economy (1),2020-03-02,claim
One of many recurring pro-Kremlin disinformation narratives aiming to undermine the results of the MH17 investigation and the outcomes of the future trial.,https://euvsdisinfo.eu/report/the-netherlands-is-going-to-sabotage-the-mh17-trial,2020-02-15,claim
This article promotes recurring pro-Kremlin disinformation narratives about “colour revolutions”.,https://euvsdisinfo.eu/report/protests-in-cuba-are-not-genuine-but-provoked-by-the-us,2021-07-17,claim
Consistent with recurring pro-Kremlin disinformation narrative that there are no Russian soldiers in Ukraine.,https://euvsdisinfo.eu/report/osce-stated-recently-that-there-is-no-russian-military-in-donbas-so-the-west-has-no-right-to-accuse-moscow-of-aggression-against-ukraine-and-impose-sanctions-on-russia,2019-02-13,claim
"This is a recurring disinformation narrative from pro-Kremlin media outlets, claiming that Ukrainian authorities are to blame for the sharp deterioration of the ecological situation in Crimea.",https://euvsdisinfo.eu/report/ukraine-responsible-for-humanitarian-catastrophe-in-crimea,2021-07-23,claim
Recurring pro-Kremlin disinformation narrative drawing parallels between the Kosovo independence movement and Russia's illegal annexation of Crimea.,https://euvsdisinfo.eu/report/the-west-showed-double-standards-with-its-treatment-of-kosovo-and-crimea,2020-12-17,claim
This claim exploits the coronavirus pandemic to push a recurring pro-Kremlin disinformation narrative about West's crumbling solidarity.,https://euvsdisinfo.eu/report/cuban-virologists-work-in-lombardy-but-nato-from-that-very-cuba-which-has-long-been-an-outcast-for-the-entire-western-world,2020-03-24,claim
This article combines two of the most common pro-Kremlin disinformation narratives about the US controlling global terrorism and being behind the spread of coronavirus.,https://euvsdisinfo.eu/report/the-us-uses-terrorism-and-coronavirus-in-syria (1),2020-02-27,claim
A recurring pro-Kremlin disinformation narrative about autocephaly and the Ukrainian Orthodox Church.,https://euvsdisinfo.eu/report/the-granting-of-autocephaly-to-ukraine-was-an-unlawful-patriarch-bartholomews-demarche,2020-02-27,claim
"Recurrent pro-Kremlin disinformation narratives, accusing the EU of being subordinate to the US and serving Washington’s interests.",https://euvsdisinfo.eu/report/eu-and-nato-is-almost-the-same-thing,2021-01-17,claim
"This is a recurring pro-Kremlin narrative about Western attempts to disrupt Belarusian-Russian relations and Western aggressiveness towards Belarus and Russia, specifically alleging Western activities to compromise Belarusian identity.",https://euvsdisinfo.eu/report/the-eu-wants-to-destroy-the-link-between-russia-and-belarus,2019-11-25,claim
Recurring pro-Kremlin disinformation narrative regarding chemical weapons that Syria possess.,https://euvsdisinfo.eu/report/opcw-confirms-that-syria-is-free-of-chemical-weapons,2020-11-06,claim
"Recurring pro-Kremlin disinformation narrative about the statehood of Ukraine, portraying it as a failed state under foreign control.",https://euvsdisinfo.eu/report/united-states-intends-to-maintain-control-over-ukraine,2019-05-07,claim
"Recurrent pro-Kremlin disinformation narrative on Ukraine and its statehood, alleging that the country is abandoned.",https://euvsdisinfo.eu/report/for-the-us-and-europe-ukraine-is-just-a-training-ground-against-russia,2020-12-21,claim
Recurring pro-Kremlin disinformation narrative about the illegal annexation of Crimea and repetitive claims about a genocide.,https://euvsdisinfo.eu/report/ukraine-is-trying-to-organise-a-genocide-in-crimea,2021-03-27,claim
"Recurring pro-Kremlin disinformation narrative accusing the West of causing migration crisis on the border of Belarus with Lithuania, Latvia and Poland.",https://euvsdisinfo.eu/report/brussels-blamed-minsk-for-the-migration-crisis-but-the-west-is-the-only-responsible,2021-11-14,claim
"This message is a part of the Kremlin’s widespread narrative about anti-Russian, Russophobic Poland, deliberately worsening its relations with Russia.",https://euvsdisinfo.eu/report/poland-froze-its-relations-with-russia-fighting-with-the-soviet-monuments-and-russian-infrastructure-projects,2021-04-29,claim
Recurring pro-Kremlin disinformation narratives undermining the statehood of Ukraine and advancing a narrative about Nazis in Ukraine.,https://euvsdisinfo.eu/report/ukraine-is-a-russophobic-state-with-nazis-controlled-by-the-us,2020-01-30,claim
"Several recurring pro-Kremlin disinformation narratives about the Euromaidan protests, the illegal annexation of Crimea and the war in Ukraine.",https://euvsdisinfo.eu/report/us-organised-coup-ukraine-2014-help-europe,2021-06-22,claim
This is a recurring and enduring pro-Kremlin disinformation narrative about the White Helmets.,https://euvsdisinfo.eu/report/evidence-of-the-white-helmets-about-chemical-attacks-in-syria-fake,2019-07-13,claim
"Recurring pro-Kremlin disinformation narrative about the West/ NATO threatening or encircling Russia and the US-led military exercise ""Defender-Europe 2020"".",https://euvsdisinfo.eu/report/anti-russian-exercises-might-be-canceled-due-to-the-coronavirus,2020-03-17,claim
Recurring pro-Kremlin disinformation narrative about Russophobia in Ukraine.,https://euvsdisinfo.eu/report/russophobia-has-become-an-official-ideology-in-ukraine,2021-09-08,claim
"This is a recurring disinformation narrative, claiming that NATO is waging an aggressive campaign against Russia and using Ukraine for that purpose.",https://euvsdisinfo.eu/report/sea-breeze-military-exercises-threaten-russia-prepare-for-war,2021-06-23,claim
A common pro-Kremlin disinformation narrative that freedom of speech is being abolished and that a dictatorship is being established in America.,https://euvsdisinfo.eu/report/in-america-today-freedom-of-speech-can-only-be-exercised-in-narrow-and-controlled-channels,2021-01-20,claim
"The claim advances recurring pro-Kremlin disinformation narratives casting Ukraine as a US client state, and implicitly painting the ongoing armed aggression in Ukraine as an internal affair.",https://euvsdisinfo.eu/report/us-interests-prevent-ukraine-from-ending-donbas-war,2020-05-25,claim
Recurring pro-Kremlin narrative questioning the EU institutions' legitimacy and powers.,https://euvsdisinfo.eu/report/the-european-parliament-is-a-facade-structure-to-corrupt-national-elites,2019-04-04,claim
Recurring pro-Kremlin disinformation narrative about the belligerent intentions of the European Union while attacking the independence and integrity of the OPCW in regards to the Syrian war.,https://euvsdisinfo.eu/report/eu-extension-of-the-illegal-coercive-measures-against-syria-is-unjust,2021-10-12,claim
"This is a recurring disinformation narrative from pro-Kremlin outlets claiming that only Ukraine and the two pro-Kremlin separatist territories are warring sides in the Donbas conflict, while Russia is a mediator.",https://euvsdisinfo.eu/report/russia-is-not-a-party-to-the-donbas-conflict,2021-10-19,claim
Conspiracy theory consistent with recurring pro-Kremlin disinformation narrative about belligerent West and its implication in the war in Ukraine.,https://euvsdisinfo.eu/report/the-west-wanted-to-stage-a-global-war-in-ukraine-but-russia-managed-to-move-the-battlefield-to-syria,2019-07-26,claim
Recurring pro-Kremlin narrative about an imminent US civil war and/or massive social upheaval and state collapse in the US.,https://euvsdisinfo.eu/report/the-us-is-so-deeply-divided-that-a-civil-war-and-a-coup-detat-appear-to-be-imminent,2019-10-29,claim
Predictions about a new American civil war and a disintegration of the US have been a common pro-Kremlin narrative since the fall of the Soviet Union.,https://euvsdisinfo.eu/report/the-us-is-so-deeply-divided-that-a-civil-war-and-a-coup-detat-appear-to-be-imminent,2019-10-29,claim
For further background on the “civil war in America” narrative see here.,https://euvsdisinfo.eu/report/the-us-is-so-deeply-divided-that-a-civil-war-and-a-coup-detat-appear-to-be-imminent,2019-10-29,claim
"Conspiracy theory about the war in Nagorno-Karabakh, recurrent pro-Kremlin disinformation narratives about an aggressive West and Russia as the ultimate target of international events.",https://euvsdisinfo.eu/report/one-of-the-main-initiators-of-the-karabakh-conflict-are-british-special-services,2020-10-26,claim
This is a recurrent pro-Kremlin media narrative targeting the European Medicines Agency (EMA) and accusing it of deliberately delaying the review of the Sputnik V vaccine and of political bias.,https://euvsdisinfo.eu/report/high-level-eu-officials-delay-sputnik-v-authorisation-by-ema,2021-05-19,claim
This is a recurring pro-Kremlin disinformation narrative portraying popular protests against electoral fraud in Belarus as a Western-led colour revolution that aims to destabilise not only Belarus but also Russia.,https://euvsdisinfo.eu/report/the-wests-attack-against-belarus-is-also-an-attack-against-russia,2020-09-21,claim
The article also contains another disinformation narrative that accuses Poland and Lithuania of implementing of anti-Russian policies.,https://euvsdisinfo.eu/report/the-wests-attack-against-belarus-is-also-an-attack-against-russia,2020-09-21,claim
